ITIN_ID,YEAR,QUARTER,ORIGIN,ORIGIN_COUNTRY,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,ROUNDTRIP,REPORTING_CARRIER,PASSENGERS,ITIN_FARE,DESTINATION
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,375,FLL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,678,CLT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,379,MKE
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,569,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1188,DTW
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,482,MSP
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,2,188,DFW
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,776,RAP
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,409,ORD
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,309,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,523,VPS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,470,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,454,FLL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,152,LGA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,450,COS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,576,HTS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,198,ABQ
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,369,RIC
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,459,FLO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1368,MCO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,394,DCA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,669,ONT
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,307,MCI
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,277,IAH
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,374,ORF
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,CID
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,2,277,LIT
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,337,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,552,MIA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,3,309,SLC
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,415,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,484,IAD
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,455,MSP
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,302,ONT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,625,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,327,AUS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,5,SLC
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,481,MCO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,729,DCA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,464,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,660,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,425,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,439,PIA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,PSP
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,207,LGA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,614,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,3,298,DFW
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,345,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,770,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,309,SDF
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,560,TUS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,568,RNO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1332,EGE
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,409,BWI
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,4,678,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,548,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,450,BFL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,296,MIA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,358,IAH
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,745,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,734,SFO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,817,KOA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1497,CAE
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,179,PIT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,597,BWI
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,142,SJC
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,327,SGF
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,459,HTS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,2,369,SMF
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,484,MCO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,439,ATL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,791,DCA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,297,BOS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,592,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,945,DEN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,790,IAH
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,464,TPA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1250,SFO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,440,MEM
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,462,CMH
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,256,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,349,SAN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,703,JAN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,568,CLT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,429,PSP
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,1313,SBA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,559,ILM
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,370,MEM
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,630,TPA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,345,ABQ
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,405,EWR
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,899,PIT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,765,SJU
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,2,379,FSD
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,397,AVP
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,349,CMH
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1269,ECP
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,369,TPA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,407,PNS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,430,TUL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,614,ORD
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,277,OKC
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,577,SMF
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,799,ECP
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,644,TPA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,223,SEA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,277,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,3,309,ATL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,439,ORD
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,303,COU
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,420,IND
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,509,CMH
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,675,VPS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1414,RNO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,SLC
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,635,MFE
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,470,DFW
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,222,TUS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,692,JFK
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,JFK
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,614,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,899,TPA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,323,MEM
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,675,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,308,SLC
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,404,JAX
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,3,213,CRP
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,661,PDX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,474,IAD
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,377,MEM
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,590,SDF
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,534,IAH
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,479,BHM
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,614,CVG
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,415,JAN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,530,SAT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,678,RNO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,496,LGA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,5,SFO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,479,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,281,ICT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,494,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,334,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,238,AMA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,SNA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,644,SMF
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,545,HOU
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1051,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,766,MIA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,ANC
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,541,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,485,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,152,SFO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,944,HNL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,216,BLI
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,353,BOS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,398,PBI
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,426,CHS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,513,PDX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,PDX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,577,MDT
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,178,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,529,ONT
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,379,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,2,369,RDU
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,2,831,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,386,DEN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,625,SFO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,305,LIT
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,11,STL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1157,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,540,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,523,BWI
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,396,ORD
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,609,MSP
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,309,ATL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1687,DEN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,317,IAH
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,309,TYS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,369,GEG
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,255,SDF
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,249,SLC
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,524,BOI
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,774,LGA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,369,GSP
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,275,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,953,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,361,ORD
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,619,FLL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,971,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,358,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,448,MSP
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,479,IAH
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,453,MCO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,2081,SJU
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,869,ATL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,677,LGA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,594,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,363,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,516,MRY
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,485,TUS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,IAD
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,600,DSM
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,266,HOU
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,415,DEN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,543,SAN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,459,MIA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,573,ROC
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,411,CLT
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,124,HOU
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,11,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,439,MSN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,369,IND
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,899,FLL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,424,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,377,OMA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,499,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1104,DSM
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,324,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,458,PBI
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,11,MCO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,723,AVP
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,327,BRO
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,289,SEA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,484,SAV
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,377,TUL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,329,IND
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,305,SEA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1404,CLT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1410,PDX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1728,MCO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,715,SAN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,SJU
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,534,ORD
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,169,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,459,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,440,MSP
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,470,MFE
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1695,HNL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,393,TPA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,454,RIC
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,691,MCO
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,307,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,475,MSY
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,569,ORF
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,464,IAH
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,FLL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,2,88,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,516,HTS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,588,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,379,SLC
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,502,ORD
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,497,SPI
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,142,SFO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,497,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,415,TUL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,512,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,367,FAT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1368,CLE
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,529,ROA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,439,DCA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,SEA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,147,BNA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,707,CYS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,PDX
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,377,MCI
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,467,EWR
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,509,FAT
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,414,DTW
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,596,DFW
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1117,CLT
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,423,PDX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,652,ATL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,454,CLT
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,147,LGA
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1049,SUX
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,185,SMF
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,360,CRP
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,5,LAX
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,5,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,573,TPA
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,323,LRD
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,357,SMF
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,565,SFO
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,663,SDF
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,5,FLL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,627,PHL
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,597,BOS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,3,763,ELP
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,11,JAX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,393,CVG
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,457,DEN
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,709,ATL
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,472,LAS
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,2,286,DFW
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,1072,PDX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,505,DEN
2.01913E+11,2019,1,ABI,US,TX,Texas,0,MQ,1,745,PHX
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,610,ORD
2.01913E+11,2019,1,ABI,US,TX,Texas,1,MQ,1,559,JAX
